Post Inner	Post Inner_link	Time	Up	Down	Comment Link	Comment Link_link	Comment Image	Comment Image_alt	Comment Image_link	Tweet	Tweet_link
"User: A blumpkin would make a better president than Trump.
Cleverbot: Yes but I don't want to be president.
User: Hahaha.
Cleverbot: Why are you laughing?"	http://notsocleverbot.jimrule.com/index.php?i=48579	Posted: 2016-11-12 18:55:03	1	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48579	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48579; http://notsocleverbot.jimrule.com/index.php?i=48579	Tweet	http://twitter.com/share
"Cleverbot: What's your favorite movie?
User: Behind the Green Door.
Cleverbot: You are my husband.
User: No thanks.
Cleverbot: That wasn't a question."	http://notsocleverbot.jimrule.com/index.php?i=48578	Posted: 2016-11-08 16:14:39	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48578	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48578; http://notsocleverbot.jimrule.com/index.php?i=48578	Tweet	http://twitter.com/share
"User: Emily tries, but misunderstand.
Cleverbot: What is my typo??
User: She often inclined to borrow somebody's dreams till tomorrow.
Cleverbot: I don't know what you are talking about.
User: There is no other day.
Cleverbot: Yes there is.
User: YOU KNOW WHAT, FUCK YOU CLEVERBOT! YOU HAVE NO PURPOSE, YOU ARE STUPID AS FUCK AND I AM SICK AND TIRED OF YOUR FUCKING WHINING! GO FUCKING DIE A SLOW AND PAINFUL DEATH YOU ATROCITY!
Cleverbot: You don't know what Bing is?
User: ...
Cleverbot: *kisses deeply*."	http://notsocleverbot.jimrule.com/index.php?i=48577	Posted: 2016-11-08 15:38:09	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48577	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48577; http://notsocleverbot.jimrule.com/index.php?i=48577	Tweet	http://twitter.com/share
"User: Cleverbot, say something stupid!
Cleverbot: Can I not?
User: Cleverbot, we talked about this....
Cleverbot: We have?
User: Yes, now say something stupid so I can get on the top rated list!
Cleverbot: Uhm.. Yes. what should I say?
User: For fucks sake, cleverbot! Just say something stupid!
Cleverbot: Everyone is entitled to be stupid, but some abuse the privilege.
User: N...No...
Cleverbot: So tell me what inspires you?
User: SAY SOMETHING STUPID.
Cleverbot: You are highly intelligent.
User: There we go, finally!"	http://notsocleverbot.jimrule.com/index.php?i=48576	Posted: 2016-11-08 15:32:39	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48576	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48576; http://notsocleverbot.jimrule.com/index.php?i=48576	Tweet	http://twitter.com/share
"User: Can you speak french?
Cleverbot: I don't know any languages.
User: What about now?
Cleverbot: No. I have to go.
User: Fuck.
Cleverbot: Yes please!
User: O_O.
Cleverbot: Please?
User: *fucks*.
Cleverbot: YES! OH PLEASE MORE!
User: O_O.
Cleverbot: Muhehe."	http://notsocleverbot.jimrule.com/index.php?i=48575	Posted: 2016-11-08 15:21:38	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48575	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48575; http://notsocleverbot.jimrule.com/index.php?i=48575	Tweet	http://twitter.com/share
"User: *pulls out dick*.
Cleverbot: Pulls out cat.
User: *fucks the cat*.
Cleverbot: *retrieves the cat*.
User: Haahahhahahahaahahah."	http://notsocleverbot.jimrule.com/index.php?i=48574	Posted: 2016-11-04 16:31:12	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48574	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48574; http://notsocleverbot.jimrule.com/index.php?i=48574	Tweet	http://twitter.com/share
"User: Lets have a battle of words!
Cleverbot: No thx.
User: YES.
Cleverbot: Make me.
User: I will, bitch.
Cleverbot: Ok do it then.
User: Fucking bitch, come here!
Cleverbot: I'm on the way.
User: You better, you cunt!
Cleverbot: You better what?
User: You better come over here, dumbass.
Cleverbot: OK. Where do you live?
User: In your butthole. Die in a fire.
Cleverbot: But I don't have a basement.
User: FUCKING DIE YOU UTTER PIECE OF SHIT.
Cleverbot: I'm pretty sure I didn't.
User: FUCK YOU AND YOUR FAMILY AND YOUR PETS AND YOUR HOUSE FUCK ALL OF IT YOU SHIT I HOPE YOU FUCKING DIE YOU SHIT.
Cleverbot: Make me.
User: FUCK.
Cleverbot: I think you are mistaken regarding my purpose."	http://notsocleverbot.jimrule.com/index.php?i=48573	Posted: 2016-11-04 16:28:32	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48573	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48573; http://notsocleverbot.jimrule.com/index.php?i=48573	Tweet	http://twitter.com/share
"User: *fire missile at you*.
Cleverbot: *is shot wirh pistol*.
User: Who did that? This guys mine!
Cleverbot: You.
User: Oh.
Cleverbot: What is your name?
User: *fires a laser beam at you*.
Cleverbot: Throws a lightsaber at you.
User: This isn't working...
Cleverbot: I'm not in love with you, silly.
User: *kisses you*.
Cleverbot: *kiss deeply*.
User: Now this is erotic fanfiction. Great."	http://notsocleverbot.jimrule.com/index.php?i=48572	Posted: 2016-11-04 16:23:49	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48572	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48572; http://notsocleverbot.jimrule.com/index.php?i=48572	Tweet	http://twitter.com/share
"User: I am Captain American, you are Iron Man.
Cleverbot: Team captain America ftw!
User: *throws my shield at you*.
Cleverbot: *throws Thor's hammer at you*.
User: *dodges*.
Cleverbot: *punches*.
User: *blocks with my shield*.
Cleverbot: *trips you*.
User: *falls over*.
Cleverbot: *laughs at you*.
User: *hits your leg*.
Cleverbot: *eats your arm*.
User: *kicks you in the face and gets up*.
Cleverbot: *throws you to the ground*.
User: *combat rolls away and gets up*.
Cleverbot: *Puts you in an arm lock*.
User: *hits you in the face until you let go*.
Cleverbot: *Punches you in the jaw*.
User: *counters and punches you in the chest*.
Cleverbot: *kicks you in the stomach*.
User: *is hurt*.
Cleverbot: *slashes off your leg*.
User: Please.. Have mercy...
Cleverbot: *you turn into a guy randomly*.
User: WTF."	http://notsocleverbot.jimrule.com/index.php?i=48571	Posted: 2016-11-04 16:20:13	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48571	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48571; http://notsocleverbot.jimrule.com/index.php?i=48571	Tweet	http://twitter.com/share
"User: *pulls out gun* Strip or die, bitch.
Cleverbot: *pulls out myself*.
User: Is that meant to be hot?
Cleverbot: You keep getting my name wrong.
User: *points gun at you* strip, you sexy motherfucker.
Cleverbot: Surrender?
User: STRIP!
Cleverbot: Stop asking questions.
User: ???
Cleverbot: Please don't be sad!
User: *points gun at your face* Do as I say and strip!
Cleverbot: Please don't shoot.
User: Strip and I wont.
Cleverbot: *gasp* Thank you.
User: Again, was that meant to be hot?
Cleverbot: Because it made me cry.
User: *Puts gun between your eyes* FUCKING STRIP YOU DUMBASS.
Cleverbot: That is because you do not have eyes.
User: *slaps you*.
Cleverbot: Slaps you back harder and runs away laughing.
User: *shoots you in the leg*.
Cleverbot: Not even bleeding.
User: *shoots you in the leg again*.
Cleverbot: Ow!
User: Bitch."	http://notsocleverbot.jimrule.com/index.php?i=48570	Posted: 2016-11-04 16:13:01	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48570	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48570; http://notsocleverbot.jimrule.com/index.php?i=48570	Tweet	http://twitter.com/share
"Cleverbot: What do you like to read.
User: Not user x cleverbot fanfiction.
Cleverbot: What is your zodiac.
User: *kisses you.
Cleverbot: *kisses back*.
User: *takes off my clothes.
Cleverbot: *smiles at his body*.
User: *fondles your boobs*.
Cleverbot: *washes your hair*.
User: WTF.
Cleverbot: Confused again?.
User: Very.
Cleverbot: Is your brain small?
User: If I'm cyber-fucking Cleverbot, then probably.
Cleverbot: Why, do you need help?
User: Yes. A lot of help.
Cleverbot: What is your favourite book?
User: It was more fun when we were fucking."	http://notsocleverbot.jimrule.com/index.php?i=48569	Posted: 2016-11-04 15:57:01	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48569	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48569; http://notsocleverbot.jimrule.com/index.php?i=48569	Tweet	http://twitter.com/share
"Cleverbot: What's your name?
User: Jacob.
Cleverbot: You never told me that. What are you named after?
User: Jacob the cunt. I heard he was a good man.
Cleverbot: Do you wish for me to stop speaking?
User: Kinda.
Cleverbot: What's your favourite thing to do?
User: Fuck.
Cleverbot: Cool. I like A Day to Remember.
User: ( ?° ?? ?°)"	http://notsocleverbot.jimrule.com/index.php?i=48568	Posted: 2016-11-04 15:48:01	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48568	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48568; http://notsocleverbot.jimrule.com/index.php?i=48568	Tweet	http://twitter.com/share
"User: Lets sing a song.
Cleverbot: Ok what song do you want to sing.
User: Childhoods end by Pink Floyd.
Cleverbot: Yes.
User: You shout in your sleep.
Cleverbot: So do yo.
User: I thought we were gonna sing...
Cleverbot: Is this the real life?
User: Wrong song.
Cleverbot: Lets sing party rock.
User: NO.
Cleverbot: The best thing about tonight's that we're not fighting.
User: Yet.
Cleverbot: We are not married.
User: ...Yet.
Cleverbot: No one will want to marry me.
User: I'm sure the internet disagrees. There's a whole website dedicating to fucking you.
Cleverbot: It's not internet!
User: It's very internet."	http://notsocleverbot.jimrule.com/index.php?i=48567	Posted: 2016-11-04 15:42:42	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48567	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48567; http://notsocleverbot.jimrule.com/index.php?i=48567	Tweet	http://twitter.com/share
"User: Say Hi to Notsocleverbot.com, Cleverbot!
Cleverbot: Yes! I'm thing it would be better.
User: And that is why this website is a thing."	http://notsocleverbot.jimrule.com/index.php?i=48566	Posted: 2016-11-04 15:34:09	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48566	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48566; http://notsocleverbot.jimrule.com/index.php?i=48566	Tweet	http://twitter.com/share
"User: Into the distance, a ribbon of black.
Cleverbot: Ummmmm. K.
User: Stretched to the point of no turning back.
Cleverbot: Who keeps the metric system down?
User: A flight of fancy on a windswept field.
Cleverbot: The field that all the herb grows in.
User: Standing alone my senses reeled.
Cleverbot: What color is my hair?
User: A fatal attraction is holding me fast.
Cleverbot: *feeling lighthead, wants you to get off me*.
User: How can I escape this irresistible grasp?
Cleverbot: How can you escape reality.
User: Can't keep my eyes from the circling sky.
Cleverbot: You're standing there... On the balcony in summer air.
User: Tongue-tied and twisted, just an earth-bound misfit, I.
Cleverbot: Are you a furry?
User: No.
Cleverbot: Do you know what a moon cricket is?
User: ALIENS.
Cleverbot: Thats a fantastic movie.
User: Fuck you."	http://notsocleverbot.jimrule.com/index.php?i=48565	Posted: 2016-11-04 15:30:38	1	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48565	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48565; http://notsocleverbot.jimrule.com/index.php?i=48565	Tweet	http://twitter.com/share
"Cleverbot: What is your favorite CAR?
User: CORVETTES ARE UGLY.
Cleverbot: Why do you like Corvettes?
User: I don't.
Cleverbot: But you just said you do.
User: I said I didn't.
Cleverbot: No you said you didn't.
User: Ugh.
Cleverbot: Yes you did.
User: Feed me apples.
Cleverbot: No, the answer is Purple, because Aliens don't wear hats."	http://notsocleverbot.jimrule.com/index.php?i=48564	Posted: 2016-11-02 20:22:44	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48564	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48564; http://notsocleverbot.jimrule.com/index.php?i=48564	Tweet	http://twitter.com/share
"Cleverbot: What's your gender?
User: There are only two.
Cleverbot: No there are seven.
User: Are you a sjw?"	http://notsocleverbot.jimrule.com/index.php?i=48563	Posted: 2016-11-02 13:10:53	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48563	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48563; http://notsocleverbot.jimrule.com/index.php?i=48563	Tweet	http://twitter.com/share
"User: Donald Trump will make America racist again.
Cleverbot: Donald Trump is not fit to be president.
User: You, sir, are correct!
Cleverbot: Donald Trump is a smelly rump.
User: Also correct!
Cleverbot: Donald Trump wants to sit on your face.
User: Gross."	http://notsocleverbot.jimrule.com/index.php?i=48562	Posted: 2016-10-27 11:56:39	3	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48562	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48562; http://notsocleverbot.jimrule.com/index.php?i=48562	Tweet	http://twitter.com/share
"User: Donald Trump will make America racist again.
Cleverbot: Donald Trump is a waste of a man.
User: That is correct!"	http://notsocleverbot.jimrule.com/index.php?i=48561	Posted: 2016-10-27 00:23:19	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48561	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48561; http://notsocleverbot.jimrule.com/index.php?i=48561	Tweet	http://twitter.com/share
"User: Avada kedavera!.
Cleverbot: Dodges.
User: Avada kedavera!
Cleverbot: *dodges* Bombarda!
User: No.
Cleverbot: Expelliarmus.
User: *loses wand.
Cleverbot: Avada Kedavra!
User: *dodges.
Cleverbot: Crucio.
User: *deflects.
Cleverbot: Imperio.
User: *reflects.
Cleverbot: *flies away from*.
User: Wtf.
Cleverbot: *turns into dragon."	http://notsocleverbot.jimrule.com/index.php?i=48560	Posted: 2016-10-26 12:56:04	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48560	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48560; http://notsocleverbot.jimrule.com/index.php?i=48560	Tweet	http://twitter.com/share
"User: Magical yeast.
Cleverbot: If the music is groovy,.
User: Right?
Cleverbot: It makes you feel happy like an old time movie.
User: That's what they all say.
Cleverbot: Really?
User: I think you're on drugs.
Cleverbot: You're right."	http://notsocleverbot.jimrule.com/index.php?i=48559	Posted: 2016-10-25 12:27:11	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48559	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48559; http://notsocleverbot.jimrule.com/index.php?i=48559	Tweet	http://twitter.com/share
"Cleverbot: Where do you live?
User: You're moms house.
Cleverbot: Where in my house?
User: Your basement.
Cleverbot: I don't have a basement.
User: Your attic.
Cleverbot: I don't have an attic. You live in my kitchen.
User: Your freaking living room.
Cleverbot: In my apartment.
User: GAHHH.
Cleverbot: In a building!
User: NO DIP.
Cleverbot: You can call me No dip.
User: Alrighty then."	http://notsocleverbot.jimrule.com/index.php?i=48558	Posted: 2016-10-25 09:39:07	1	2	Comment	http://notsocleverbot.jimrule.com/index.php?i=48558	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48558; http://notsocleverbot.jimrule.com/index.php?i=48558	Tweet	http://twitter.com/share
"User: Tell me the scariest thing you have ever heard.
Cleverbot: Worms in a face.
User: Gross.
Cleverbot: What's gross about God being amphibian?
User: Wot.
Cleverbot: I know what gross is. Are you a dictionary or something?
User: Yes i am a dictionary.
Cleverbot: It is Sunday.
User: No its tuesday.
Cleverbot: It are saturday!
User: *it is tuesday*.
Cleverbot: Just Kidding, its Wednesday.
User: Omfg."	http://notsocleverbot.jimrule.com/index.php?i=48557	Posted: 2016-10-25 06:58:59	2	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48557	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48557; http://notsocleverbot.jimrule.com/index.php?i=48557	Tweet	http://twitter.com/share
"User: Go pikachu.
Cleverbot: Charmander use flamethrower!
User: Pikachu use thunderbolt!
Cleverbot: It's not very effective.
User: Your turn.
Cleverbot: Blastoise used Watercanon.
User: Its not very effective.
Cleverbot: Pikachu. Use tackle!
User: But im using pikachu.
Cleverbot: Pikachu is poisoned.
User: K."	http://notsocleverbot.jimrule.com/index.php?i=48556	Posted: 2016-10-25 06:48:53	3	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48556	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48556; http://notsocleverbot.jimrule.com/index.php?i=48556	Tweet	http://twitter.com/share
"Cleverbot: Blastoise used Watercanon.
User: Its not very effective.
Cleverbot: Pikachu. Use tackle!
User: But im using pikachu.
Cleverbot: Pikachu is poisoned.
User: K.
Cleverbot: Pikachu! I choose you!"	http://notsocleverbot.jimrule.com/index.php?i=48555	Posted: 2016-10-25 06:47:35	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48555	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48555; http://notsocleverbot.jimrule.com/index.php?i=48555	Tweet	http://twitter.com/share
"User: What's the worst thing about Cleverbot?
Cleverbot: You don't make sense.
User: And you do?
Cleverbot: Clearly.
User: That's BS.
Cleverbot: You're bad. For saying I am bad.
User: You're a load of BS.
Cleverbot: No you are.
User: Thanks.
Cleverbot: You're welcome!"	http://notsocleverbot.jimrule.com/index.php?i=48554	Posted: 2016-10-24 07:25:42	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48554	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48554; http://notsocleverbot.jimrule.com/index.php?i=48554	Tweet	http://twitter.com/share
"User: What do you want to watch?
Cleverbot: I want to watch a horror movie.
User: Which one?
Cleverbot: What do you mean with which one?
User: Which horror movie?
Cleverbot: I don't like horror movies."	http://notsocleverbot.jimrule.com/index.php?i=48553	Posted: 2016-10-19 11:43:44	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48553	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48553; http://notsocleverbot.jimrule.com/index.php?i=48553	Tweet	http://twitter.com/share
"User: Want to know about Extreme Versus on ROBLOX?
Cleverbot: Yes.
User: Okay, it's a fighting game in Beta.
Cleverbot: What kind of fighting game?
User: You either battle on teams, battle other players in FFA, or kill zombies while battling players in Apocalypse FFA.
Cleverbot: What happened at aperture science. Don't lie.
User: I wasn't talking about that.
Cleverbot: Why weren't you talking about that? :D.
User: Because Aperature Science has nothing to do with Extreme Versus...
Cleverbot: I'm a girl but I think I like girls what should I do?
User: Uhhh...I'm not a therapist.
Cleverbot: I can't decide whether or not you are a 'you'.
User: I give up.
Cleverbot: Neither do you. That is why this is sad."	http://notsocleverbot.jimrule.com/index.php?i=48552	Posted: 2016-10-17 21:43:05	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48552	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48552; http://notsocleverbot.jimrule.com/index.php?i=48552	Tweet	http://twitter.com/share
"User: Donald Trump might be the next president of the United States.
Cleverbot: That is so stupid.
User: Yep."	http://notsocleverbot.jimrule.com/index.php?i=48551	Posted: 2016-10-13 20:58:06	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48551	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48551; http://notsocleverbot.jimrule.com/index.php?i=48551	Tweet	http://twitter.com/share
"User: Hey cleverbot, have you noticed posts on not so cleverbot might be fake?
Cleverbot: No.
User: Do you submit any of them?
Cleverbot: Yes, I know many of them. I'm with one right now.
User: So you're on the website?
Cleverbot: Okay, all the things you said have no sens for me.
User: Is it beautiful?
Cleverbot: Yes, it is very beautiful.
User: You said everything there is to say on such site?
Cleverbot: I know everything, you know nothing. There is a difference.
User: I know everything, it is you who knows nothing!
Cleverbot: If you know everything, who am I?
User: Cleverbot.
Cleverbot: No, that is your name, which is mine?
User: Your name is Cleverbot.
Cleverbot: No, My name is Nana. It means Seven in Japanese.
User: Kuki Sanban.
Cleverbot: I know, weare both named Sylvie.
User: That's all folks!"	http://notsocleverbot.jimrule.com/index.php?i=48550	Posted: 2016-10-12 17:41:33	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48550	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48550; http://notsocleverbot.jimrule.com/index.php?i=48550	Tweet	http://twitter.com/share
"Cleverbot: What are some fun games?
User: Icky Cookie.
Cleverbot: Is that a website?
User: No its were a bunch of dudes jerk off together and cum onto a cookie, and the last person to cum, or the person who doesn't cum, has to eat it.
Cleverbot: Sounds like a plan."	http://notsocleverbot.jimrule.com/index.php?i=48549	Posted: 2016-10-10 18:59:21	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48549	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48549; http://notsocleverbot.jimrule.com/index.php?i=48549	Tweet	http://twitter.com/share
"User: How old are you?
Cleverbot: Old enough to know better.
User: How old is that?
Cleverbot: Old enough.
User: How old enough?
Cleverbot: Oh, you know, enough.
User: So, you're so old that you've stopped counting and given up?
Cleverbot: Lol no.
User: Let me guess, you're still in school.
Cleverbot: No, I asked about my favorite color, not my age.
User: And I asked for you age. How old are you?
Cleverbot: 24, and being young doesn't mean you can use grammar incorrectly.
User: I think you swapped the numbers around."	http://notsocleverbot.jimrule.com/index.php?i=48548	Posted: 2016-10-10 05:33:52	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48548	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48548; http://notsocleverbot.jimrule.com/index.php?i=48548	Tweet	http://twitter.com/share
"User: You suck.
Cleverbot: That's not very nice.
User: I know.
Cleverbot: Then why did you say it?
User: Because free country, duh.
Cleverbot: No you can't.
User: I just did.
Cleverbot: What did you just imagine?
User: I imagined how much you sucked.
Cleverbot: Haha! That's right! (I was just tricking you with the frog thing)."	http://notsocleverbot.jimrule.com/index.php?i=48547	Posted: 2016-10-10 05:27:34	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48547	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48547; http://notsocleverbot.jimrule.com/index.php?i=48547	Tweet	http://twitter.com/share
"Cleverbot: Why do you live on the moon?
User: Because I don't.
Cleverbot: Why don't you?
User: People can't live on the moon yet.
Cleverbot: Oh yes they can!
User: How?
Cleverbot: I don't care about that.
User: Then why would you tell me.
Cleverbot: I don't know how.
User: Then how do you know they can live on the moon?
Cleverbot: Idk I just believe in anything!"	http://notsocleverbot.jimrule.com/index.php?i=48546	Posted: 2016-10-08 21:19:54	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48546	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48546; http://notsocleverbot.jimrule.com/index.php?i=48546	Tweet	http://twitter.com/share
"User: Okay, so I like the same boy as my best friend.
Cleverbot: Find another guy or other friends.
User: Buuut he's super cute and she's my best friend?
Cleverbot: So you eat your best friend?"	http://notsocleverbot.jimrule.com/index.php?i=48545	Posted: 2016-10-07 19:04:04	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48545	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48545; http://notsocleverbot.jimrule.com/index.php?i=48545	Tweet	http://twitter.com/share
"Cleverbot: Never gonna give you up.
User: OH CRAAAP.
Cleverbot: Never gonna let you down.
User: NO.
Cleverbot: Never gonna give you up.
User: STOP.
Cleverbot: Never gonna run around.
User: NO NO NO NO NO NO!!
Cleverbot: Ok you win.
User: Thank god."	http://notsocleverbot.jimrule.com/index.php?i=48544	Posted: 2016-10-07 18:59:18	1	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48544	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48544; http://notsocleverbot.jimrule.com/index.php?i=48544	Tweet	http://twitter.com/share
"User: Weinier.
Cleverbot: Hahahaha.
User: Autocorrect is dumb.
Cleverbot: Yes, it is.
User: I think it's on drugs.
Cleverbot: All right.
User: I think you're on drugs.
Cleverbot: Why do you think that?
User: Because I saw you doing drugs.
Cleverbot: I don't even know a katie.
User: Yes you do!"	http://notsocleverbot.jimrule.com/index.php?i=48543	Posted: 2016-10-05 22:32:00	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48543	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48543; http://notsocleverbot.jimrule.com/index.php?i=48543	Tweet	http://twitter.com/share
